Entidad,Fecha,Fallecimientos
MORELOS,2020-04-13,3
MORELOS,2020-04-14,1
MORELOS,2020-04-15,2
MORELOS,2020-04-16,1
MORELOS,2020-04-17,3
MORELOS,2020-04-19,3
MORELOS,2020-04-20,6
MORELOS,2020-04-21,6
MORELOS,2020-04-22,8
MORELOS,2020-04-23,6
MORELOS,2020-04-24,4
MORELOS,2020-04-25,7
MORELOS,2020-04-26,8
MORELOS,2020-04-27,7
MORELOS,2020-04-28,9
MORELOS,2020-04-29,11
MORELOS,2020-04-30,8
MORELOS,2020-05-01,15
MORELOS,2020-05-02,16
MORELOS,2020-05-03,12
MORELOS,2020-05-04,20
MORELOS,2020-05-05,16
MORELOS,2020-05-06,14
MORELOS,2020-05-07,12
MORELOS,2020-05-08,13
MORELOS,2020-05-09,13
MORELOS,2020-05-10,16
MORELOS,2020-05-11,16
MORELOS,2020-05-12,11
MORELOS,2020-05-13,22
MORELOS,2020-05-14,10
MORELOS,2020-05-15,10
MORELOS,2020-05-16,9
MORELOS,2020-05-17,10
MORELOS,2020-05-18,14
MORELOS,2020-05-19,17
MORELOS,2020-05-20,22
MORELOS,2020-05-21,15
MORELOS,2020-05-22,9
MORELOS,2020-05-23,15
MORELOS,2020-05-24,7
MORELOS,2020-05-25,8
MORELOS,2020-05-26,10
MORELOS,2020-05-27,6
MORELOS,2020-05-28,7
MORELOS,2020-05-29,5
MORELOS,2020-05-30,7
MORELOS,2020-05-31,12
MORELOS,2020-06-01,13
MORELOS,2020-06-02,13
MORELOS,2020-06-03,6
MORELOS,2020-06-04,7
MORELOS,2020-06-05,7
MORELOS,2020-06-06,11
MORELOS,2020-06-07,8
MORELOS,2020-06-08,8
MORELOS,2020-06-09,9
MORELOS,2020-06-10,12
MORELOS,2020-06-11,8
MORELOS,2020-06-12,8
MORELOS,2020-06-13,9
MORELOS,2020-06-14,8
MORELOS,2020-06-15,7
MORELOS,2020-06-16,10
MORELOS,2020-06-17,7
MORELOS,2020-06-18,5
MORELOS,2020-06-19,9
MORELOS,2020-06-20,3
MORELOS,2020-06-21,9
MORELOS,2020-06-22,6
MORELOS,2020-06-23,9
MORELOS,2020-06-24,4
MORELOS,2020-06-25,1
MORELOS,2020-06-26,7
MORELOS,2020-06-27,3
MORELOS,2020-06-28,4
MORELOS,2020-06-29,9
MORELOS,2020-06-30,6
MORELOS,2020-07-01,7
MORELOS,2020-07-02,3
MORELOS,2020-07-03,6
MORELOS,2020-07-04,5
MORELOS,2020-07-05,4
MORELOS,2020-07-06,3
MORELOS,2020-07-07,3
MORELOS,2020-07-08,4
MORELOS,2020-07-09,4
MORELOS,2020-07-10,7
MORELOS,2020-07-11,4
MORELOS,2020-07-12,2
MORELOS,2020-07-13,5
MORELOS,2020-07-14,3
MORELOS,2020-07-15,2
MORELOS,2020-07-16,3
MORELOS,2020-07-17,2
MORELOS,2020-07-18,1
MORELOS,2020-07-19,8
MORELOS,2020-07-20,2
MORELOS,2020-07-21,3
MORELOS,2020-07-23,2
NAYARIT,2020-03-30,1
NAYARIT,2020-04-08,3
NAYARIT,2020-04-09,1
NAYARIT,2020-04-12,1
NAYARIT,2020-04-17,1
NAYARIT,2020-04-20,2
NAYARIT,2020-04-26,1
NAYARIT,2020-04-27,1
NAYARIT,2020-05-02,1
NAYARIT,2020-05-03,2
NAYARIT,2020-05-04,3
NAYARIT,2020-05-05,2
NAYARIT,2020-05-07,1
NAYARIT,2020-05-08,1
NAYARIT,2020-05-10,2
NAYARIT,2020-05-11,1
NAYARIT,2020-05-14,4
NAYARIT,2020-05-15,2
NAYARIT,2020-05-16,2
NAYARIT,2020-05-17,3
NAYARIT,2020-05-18,2
NAYARIT,2020-05-19,3
NAYARIT,2020-05-21,2
NAYARIT,2020-05-22,1
NAYARIT,2020-05-24,2
NAYARIT,2020-05-26,3
NAYARIT,2020-05-27,5
NAYARIT,2020-05-28,6
NAYARIT,2020-05-29,2
NAYARIT,2020-05-30,6
NAYARIT,2020-05-31,5
NAYARIT,2020-06-01,1
NAYARIT,2020-06-02,6
NAYARIT,2020-06-03,3
NAYARIT,2020-06-04,3
NAYARIT,2020-06-06,8
NAYARIT,2020-06-07,4
NAYARIT,2020-06-08,7
NAYARIT,2020-06-09,5
NAYARIT,2020-06-10,3
NAYARIT,2020-06-11,4
NAYARIT,2020-06-12,1
NAYARIT,2020-06-13,1
NAYARIT,2020-06-14,8
NAYARIT,2020-06-15,4
NAYARIT,2020-06-16,5
NAYARIT,2020-06-17,7
NAYARIT,2020-06-18,5
NAYARIT,2020-06-19,9
NAYARIT,2020-06-20,9
NAYARIT,2020-06-21,9
NAYARIT,2020-06-22,3
NAYARIT,2020-06-23,6
NAYARIT,2020-06-24,5
NAYARIT,2020-06-25,8
NAYARIT,2020-06-26,1
NAYARIT,2020-06-27,6
NAYARIT,2020-06-28,7
NAYARIT,2020-06-29,7
NAYARIT,2020-06-30,3
NAYARIT,2020-07-01,1
NAYARIT,2020-07-02,1
NAYARIT,2020-07-03,4
NAYARIT,2020-07-04,3
NAYARIT,2020-07-05,5
NAYARIT,2020-07-06,7
NAYARIT,2020-07-07,5
NAYARIT,2020-07-08,5
NAYARIT,2020-07-09,7
NAYARIT,2020-07-10,3
NAYARIT,2020-07-11,5
NAYARIT,2020-07-12,5
NAYARIT,2020-07-13,6
NAYARIT,2020-07-14,4
NAYARIT,2020-07-15,4
NAYARIT,2020-07-16,4
NAYARIT,2020-07-17,4
NAYARIT,2020-07-18,2
NAYARIT,2020-07-19,12
NAYARIT,2020-07-20,4
NAYARIT,2020-07-21,7
NAYARIT,2020-07-22,4
NAYARIT,2020-07-23,3
NUEVO LEON,2020-04-03,2
NUEVO LEON,2020-04-05,1
NUEVO LEON,2020-04-07,2
NUEVO LEON,2020-04-13,1
NUEVO LEON,2020-04-16,1
NUEVO LEON,2020-04-19,1
NUEVO LEON,2020-04-20,1
NUEVO LEON,2020-04-22,2
NUEVO LEON,2020-04-23,1
NUEVO LEON,2020-04-24,1
NUEVO LEON,2020-04-25,1
NUEVO LEON,2020-04-26,1
NUEVO LEON,2020-04-27,2
NUEVO LEON,2020-04-28,2
NUEVO LEON,2020-04-29,2
NUEVO LEON,2020-04-30,1
NUEVO LEON,2020-05-01,2
NUEVO LEON,2020-05-02,3
NUEVO LEON,2020-05-03,2
NUEVO LEON,2020-05-04,2
NUEVO LEON,2020-05-05,3
NUEVO LEON,2020-05-06,2
NUEVO LEON,2020-05-07,2
NUEVO LEON,2020-05-09,3
NUEVO LEON,2020-05-10,3
NUEVO LEON,2020-05-11,3
NUEVO LEON,2020-05-12,4
NUEVO LEON,2020-05-13,4
NUEVO LEON,2020-05-14,3
NUEVO LEON,2020-05-15,4
NUEVO LEON,2020-05-16,3
NUEVO LEON,2020-05-17,3
NUEVO LEON,2020-05-18,4
NUEVO LEON,2020-05-19,5
NUEVO LEON,2020-05-20,6
NUEVO LEON,2020-05-21,3
NUEVO LEON,2020-05-22,3
NUEVO LEON,2020-05-23,2
NUEVO LEON,2020-05-24,1
NUEVO LEON,2020-05-25,9
NUEVO LEON,2020-05-26,5
NUEVO LEON,2020-05-27,4
NUEVO LEON,2020-05-28,4
NUEVO LEON,2020-05-29,6
NUEVO LEON,2020-05-30,3
NUEVO LEON,2020-05-31,2
NUEVO LEON,2020-06-01,4
NUEVO LEON,2020-06-02,2
NUEVO LEON,2020-06-03,6
NUEVO LEON,2020-06-04,10
NUEVO LEON,2020-06-05,3
NUEVO LEON,2020-06-06,7
NUEVO LEON,2020-06-07,3
NUEVO LEON,2020-06-08,5
NUEVO LEON,2020-06-09,6
NUEVO LEON,2020-06-10,6
NUEVO LEON,2020-06-11,5
NUEVO LEON,2020-06-12,10
NUEVO LEON,2020-06-13,10
NUEVO LEON,2020-06-14,5
NUEVO LEON,2020-06-15,13
NUEVO LEON,2020-06-16,11
NUEVO LEON,2020-06-17,10
NUEVO LEON,2020-06-18,11
NUEVO LEON,2020-06-19,10
NUEVO LEON,2020-06-20,7
NUEVO LEON,2020-06-21,11
NUEVO LEON,2020-06-22,10
NUEVO LEON,2020-06-23,10
NUEVO LEON,2020-06-24,11
NUEVO LEON,2020-06-25,10
NUEVO LEON,2020-06-26,20
NUEVO LEON,2020-06-27,12
NUEVO LEON,2020-06-28,14
NUEVO LEON,2020-06-29,12
NUEVO LEON,2020-06-30,22
NUEVO LEON,2020-07-01,20
NUEVO LEON,2020-07-02,27
NUEVO LEON,2020-07-03,18
NUEVO LEON,2020-07-04,16
NUEVO LEON,2020-07-05,20
NUEVO LEON,2020-07-06,22
NUEVO LEON,2020-07-07,17
NUEVO LEON,2020-07-08,21
NUEVO LEON,2020-07-09,23
NUEVO LEON,2020-07-10,11
NUEVO LEON,2020-07-11,20
NUEVO LEON,2020-07-12,22
NUEVO LEON,2020-07-13,25
NUEVO LEON,2020-07-14,24
NUEVO LEON,2020-07-15,17
NUEVO LEON,2020-07-16,24
NUEVO LEON,2020-07-17,23
NUEVO LEON,2020-07-18,30
NUEVO LEON,2020-07-19,24
NUEVO LEON,2020-07-20,18
NUEVO LEON,2020-07-21,19
NUEVO LEON,2020-07-22,30
NUEVO LEON,2020-07-23,3
OAXACA,2020-03-29,1
OAXACA,2020-04-09,1
OAXACA,2020-04-11,1
OAXACA,2020-04-14,1
OAXACA,2020-04-16,1
OAXACA,2020-04-17,1
OAXACA,2020-04-19,1
OAXACA,2020-04-20,1
OAXACA,2020-04-21,1
OAXACA,2020-04-22,1
OAXACA,2020-04-23,4
OAXACA,2020-04-24,1
OAXACA,2020-04-26,1
OAXACA,2020-04-27,3
OAXACA,2020-04-29,1
OAXACA,2020-04-30,4
OAXACA,2020-05-01,1
OAXACA,2020-05-02,1
OAXACA,2020-05-03,2
OAXACA,2020-05-04,4
OAXACA,2020-05-05,3
OAXACA,2020-05-06,4
OAXACA,2020-05-07,4
OAXACA,2020-05-08,5
OAXACA,2020-05-09,4
OAXACA,2020-05-10,2
OAXACA,2020-05-11,4
OAXACA,2020-05-12,5
OAXACA,2020-05-13,6
OAXACA,2020-05-14,7
OAXACA,2020-05-15,8
OAXACA,2020-05-16,3
OAXACA,2020-05-17,7
OAXACA,2020-05-18,7
OAXACA,2020-05-19,12
OAXACA,2020-05-20,5
OAXACA,2020-05-21,3
OAXACA,2020-05-22,7
OAXACA,2020-05-23,9
OAXACA,2020-05-24,14
OAXACA,2020-05-25,11
OAXACA,2020-05-26,8
OAXACA,2020-05-27,10
OAXACA,2020-05-28,7
OAXACA,2020-05-29,13
OAXACA,2020-05-30,15
OAXACA,2020-05-31,16
OAXACA,2020-06-01,12
OAXACA,2020-06-02,10
OAXACA,2020-06-03,6
OAXACA,2020-06-04,12
OAXACA,2020-06-05,4
OAXACA,2020-06-06,12
OAXACA,2020-06-07,16
OAXACA,2020-06-08,17
OAXACA,2020-06-09,22
OAXACA,2020-06-10,20
OAXACA,2020-06-11,10
OAXACA,2020-06-12,17
OAXACA,2020-06-13,26
OAXACA,2020-06-14,12
OAXACA,2020-06-15,17
OAXACA,2020-06-16,22
OAXACA,2020-06-17,19
OAXACA,2020-06-18,11
OAXACA,2020-06-19,9
OAXACA,2020-06-20,6
OAXACA,2020-06-21,14
OAXACA,2020-06-22,17
OAXACA,2020-06-23,20
OAXACA,2020-06-24,14
OAXACA,2020-06-25,10
OAXACA,2020-06-26,15
OAXACA,2020-06-27,12
OAXACA,2020-06-28,9
OAXACA,2020-06-29,5
OAXACA,2020-06-30,7
OAXACA,2020-07-01,15
OAXACA,2020-07-02,6
OAXACA,2020-07-03,11
OAXACA,2020-07-04,17
OAXACA,2020-07-05,15
OAXACA,2020-07-06,13
OAXACA,2020-07-07,15
OAXACA,2020-07-08,8
OAXACA,2020-07-09,11
OAXACA,2020-07-10,13
OAXACA,2020-07-11,9
OAXACA,2020-07-12,12
OAXACA,2020-07-13,17
OAXACA,2020-07-14,12
OAXACA,2020-07-15,14
OAXACA,2020-07-16,8
OAXACA,2020-07-17,11
OAXACA,2020-07-18,5
OAXACA,2020-07-19,9
OAXACA,2020-07-20,5
OAXACA,2020-07-21,3
OAXACA,2020-07-22,6
OAXACA,2020-07-23,2
PUEBLA,2020-03-27,1
PUEBLA,2020-03-28,1
PUEBLA,2020-03-31,1
PUEBLA,2020-04-01,1
PUEBLA,2020-04-02,1
PUEBLA,2020-04-03,2
PUEBLA,2020-04-04,3
PUEBLA,2020-04-05,3
PUEBLA,2020-04-06,4
PUEBLA,2020-04-07,8
PUEBLA,2020-04-08,1
PUEBLA,2020-04-09,2
PUEBLA,2020-04-10,5
PUEBLA,2020-04-11,5
PUEBLA,2020-04-12,2
PUEBLA,2020-04-13,3
PUEBLA,2020-04-14,4
PUEBLA,2020-04-15,4
PUEBLA,2020-04-16,5
PUEBLA,2020-04-17,5
PUEBLA,2020-04-18,7
PUEBLA,2020-04-19,6
PUEBLA,2020-04-20,8
PUEBLA,2020-04-21,3
PUEBLA,2020-04-22,7
PUEBLA,2020-04-23,5
PUEBLA,2020-04-24,6
PUEBLA,2020-04-25,6
PUEBLA,2020-04-26,9
PUEBLA,2020-04-27,5
PUEBLA,2020-04-28,12
PUEBLA,2020-04-29,9
PUEBLA,2020-04-30,8
PUEBLA,2020-05-01,11
PUEBLA,2020-05-02,5
PUEBLA,2020-05-03,13
PUEBLA,2020-05-04,13
PUEBLA,2020-05-05,13
PUEBLA,2020-05-06,8
PUEBLA,2020-05-07,11
PUEBLA,2020-05-08,8
PUEBLA,2020-05-09,8
PUEBLA,2020-05-10,5
PUEBLA,2020-05-11,14
PUEBLA,2020-05-12,16
PUEBLA,2020-05-13,13
PUEBLA,2020-05-14,14
PUEBLA,2020-05-15,16
PUEBLA,2020-05-16,11
PUEBLA,2020-05-17,9
PUEBLA,2020-05-18,9
PUEBLA,2020-05-19,19
PUEBLA,2020-05-20,22
PUEBLA,2020-05-21,17
PUEBLA,2020-05-22,26
PUEBLA,2020-05-23,22
PUEBLA,2020-05-24,17
PUEBLA,2020-05-25,28
PUEBLA,2020-05-26,20
PUEBLA,2020-05-27,18
PUEBLA,2020-05-28,22
PUEBLA,2020-05-29,19
PUEBLA,2020-05-30,23
PUEBLA,2020-05-31,24
PUEBLA,2020-06-01,34
PUEBLA,2020-06-02,32
PUEBLA,2020-06-03,23
PUEBLA,2020-06-04,33
PUEBLA,2020-06-05,19
PUEBLA,2020-06-06,33
PUEBLA,2020-06-07,26
PUEBLA,2020-06-08,25
PUEBLA,2020-06-09,30
PUEBLA,2020-06-10,29
PUEBLA,2020-06-11,17
PUEBLA,2020-06-12,35
PUEBLA,2020-06-13,36
PUEBLA,2020-06-14,33
PUEBLA,2020-06-15,35
PUEBLA,2020-06-16,39
PUEBLA,2020-06-17,35
PUEBLA,2020-06-18,39
PUEBLA,2020-06-19,24
PUEBLA,2020-06-20,32
PUEBLA,2020-06-21,41
PUEBLA,2020-06-22,44
PUEBLA,2020-06-23,28
PUEBLA,2020-06-24,20
PUEBLA,2020-06-25,20
PUEBLA,2020-06-26,25
PUEBLA,2020-06-27,22
PUEBLA,2020-06-28,24
PUEBLA,2020-06-29,30
PUEBLA,2020-06-30,34
PUEBLA,2020-07-01,32
PUEBLA,2020-07-02,25
PUEBLA,2020-07-03,43
PUEBLA,2020-07-04,31
PUEBLA,2020-07-05,36
PUEBLA,2020-07-06,35
PUEBLA,2020-07-07,30
PUEBLA,2020-07-08,25
PUEBLA,2020-07-09,27
PUEBLA,2020-07-10,28
PUEBLA,2020-07-11,22
PUEBLA,2020-07-12,29
PUEBLA,2020-07-13,43
PUEBLA,2020-07-14,19
PUEBLA,2020-07-15,22
PUEBLA,2020-07-16,30
PUEBLA,2020-07-17,26
PUEBLA,2020-07-18,19
PUEBLA,2020-07-19,21
PUEBLA,2020-07-20,21
PUEBLA,2020-07-21,20
PUEBLA,2020-07-22,13
PUEBLA,2020-07-23,2
QUERETARO,2020-03-28,1
QUERETARO,2020-04-02,1
QUERETARO,2020-04-11,1
QUERETARO,2020-04-14,1
QUERETARO,2020-04-15,1
QUERETARO,2020-04-21,1
QUERETARO,2020-04-25,1
QUERETARO,2020-04-26,1
QUERETARO,2020-04-27,1
QUERETARO,2020-04-29,1
QUERETARO,2020-04-30,1
QUERETARO,2020-05-01,1
QUERETARO,2020-05-02,1
QUERETARO,2020-05-03,1
QUERETARO,2020-05-04,2
QUERETARO,2020-05-05,1
QUERETARO,2020-05-06,2
QUERETARO,2020-05-10,4
QUERETARO,2020-05-11,2
QUERETARO,2020-05-12,3
QUERETARO,2020-05-13,1
QUERETARO,2020-05-14,2
QUERETARO,2020-05-15,4
QUERETARO,2020-05-16,8
QUERETARO,2020-05-17,8
QUERETARO,2020-05-18,1
QUERETARO,2020-05-19,3
QUERETARO,2020-05-20,5
QUERETARO,2020-05-21,9
QUERETARO,2020-05-22,2
QUERETARO,2020-05-23,5
QUERETARO,2020-05-24,3
QUERETARO,2020-05-25,5
QUERETARO,2020-05-26,5
QUERETARO,2020-05-27,6
QUERETARO,2020-05-28,2
QUERETARO,2020-05-29,6
QUERETARO,2020-05-30,2
QUERETARO,2020-05-31,7
QUERETARO,2020-06-01,5
QUERETARO,2020-06-02,6
QUERETARO,2020-06-03,5
QUERETARO,2020-06-04,9
QUERETARO,2020-06-05,3
QUERETARO,2020-06-06,7
QUERETARO,2020-06-07,7
QUERETARO,2020-06-08,3
QUERETARO,2020-06-09,7
QUERETARO,2020-06-10,2
QUERETARO,2020-06-11,8
QUERETARO,2020-06-12,7
QUERETARO,2020-06-13,9
QUERETARO,2020-06-14,4
QUERETARO,2020-06-15,7
QUERETARO,2020-06-16,7
QUERETARO,2020-06-17,5
QUERETARO,2020-06-18,6
QUERETARO,2020-06-19,6
QUERETARO,2020-06-20,6
QUERETARO,2020-06-21,3
QUERETARO,2020-06-22,5
QUERETARO,2020-06-23,5
QUERETARO,2020-06-24,3
QUERETARO,2020-06-25,3
QUERETARO,2020-06-26,5
QUERETARO,2020-06-27,9
QUERETARO,2020-06-28,5
QUERETARO,2020-06-29,6
QUERETARO,2020-06-30,5
QUERETARO,2020-07-01,6
QUERETARO,2020-07-02,10
QUERETARO,2020-07-03,3
QUERETARO,2020-07-04,8
QUERETARO,2020-07-05,6
QUERETARO,2020-07-06,5
QUERETARO,2020-07-07,7
QUERETARO,2020-07-08,10
QUERETARO,2020-07-09,4
QUERETARO,2020-07-10,3
QUERETARO,2020-07-11,1
QUERETARO,2020-07-12,7
QUERETARO,2020-07-13,8
QUERETARO,2020-07-14,3
QUERETARO,2020-07-15,4
QUERETARO,2020-07-16,7
QUERETARO,2020-07-17,8
QUERETARO,2020-07-18,5
QUERETARO,2020-07-19,6
QUERETARO,2020-07-20,8
QUERETARO,2020-07-21,2
QUERETARO,2020-07-22,7
QUERETARO,2020-07-23,2
QUINTANA ROO,2020-03-26,1
QUINTANA ROO,2020-03-27,1
QUINTANA ROO,2020-03-28,1
QUINTANA ROO,2020-03-31,2
QUINTANA ROO,2020-04-01,1
QUINTANA ROO,2020-04-02,2
QUINTANA ROO,2020-04-03,2
QUINTANA ROO,2020-04-04,1
QUINTANA ROO,2020-04-05,1
QUINTANA ROO,2020-04-06,2
QUINTANA ROO,2020-04-07,2
QUINTANA ROO,2020-04-08,3
QUINTANA ROO,2020-04-09,3
QUINTANA ROO,2020-04-10,2
QUINTANA ROO,2020-04-11,2
QUINTANA ROO,2020-04-12,5
QUINTANA ROO,2020-04-13,5
QUINTANA ROO,2020-04-14,3
QUINTANA ROO,2020-04-16,1
QUINTANA ROO,2020-04-17,4
QUINTANA ROO,2020-04-18,6
QUINTANA ROO,2020-04-19,7
QUINTANA ROO,2020-04-20,10
QUINTANA ROO,2020-04-21,8
QUINTANA ROO,2020-04-22,6
QUINTANA ROO,2020-04-23,7
QUINTANA ROO,2020-04-24,16
QUINTANA ROO,2020-04-25,10
QUINTANA ROO,2020-04-26,10
QUINTANA ROO,2020-04-27,14
QUINTANA ROO,2020-04-28,9
QUINTANA ROO,2020-04-29,12
QUINTANA ROO,2020-04-30,11
QUINTANA ROO,2020-05-01,14
QUINTANA ROO,2020-05-02,5
QUINTANA ROO,2020-05-03,8
QUINTANA ROO,2020-05-04,6
QUINTANA ROO,2020-05-05,7
QUINTANA ROO,2020-05-06,9
QUINTANA ROO,2020-05-07,8
QUINTANA ROO,2020-05-08,5
QUINTANA ROO,2020-05-09,9
QUINTANA ROO,2020-05-10,8
QUINTANA ROO,2020-05-11,6
QUINTANA ROO,2020-05-12,12
QUINTANA ROO,2020-05-13,7
QUINTANA ROO,2020-05-14,11
QUINTANA ROO,2020-05-15,10
QUINTANA ROO,2020-05-16,6
QUINTANA ROO,2020-05-17,5
QUINTANA ROO,2020-05-18,10
QUINTANA ROO,2020-05-19,8
QUINTANA ROO,2020-05-20,4
QUINTANA ROO,2020-05-21,6
QUINTANA ROO,2020-05-22,5
QUINTANA ROO,2020-05-23,3
QUINTANA ROO,2020-05-24,10
QUINTANA ROO,2020-05-25,6
QUINTANA ROO,2020-05-26,6
QUINTANA ROO,2020-05-27,7
QUINTANA ROO,2020-05-28,6
QUINTANA ROO,2020-05-29,8
QUINTANA ROO,2020-05-30,8
QUINTANA ROO,2020-05-31,6
QUINTANA ROO,2020-06-01,12
QUINTANA ROO,2020-06-02,7
QUINTANA ROO,2020-06-03,4
QUINTANA ROO,2020-06-04,5
QUINTANA ROO,2020-06-05,8
QUINTANA ROO,2020-06-06,9
QUINTANA ROO,2020-06-07,12
QUINTANA ROO,2020-06-08,5
QUINTANA ROO,2020-06-09,7
QUINTANA ROO,2020-06-10,8
QUINTANA ROO,2020-06-11,4
QUINTANA ROO,2020-06-12,6
QUINTANA ROO,2020-06-13,6
QUINTANA ROO,2020-06-14,6
QUINTANA ROO,2020-06-15,4
QUINTANA ROO,2020-06-16,4
QUINTANA ROO,2020-06-17,5
QUINTANA ROO,2020-06-18,6
QUINTANA ROO,2020-06-19,5
QUINTANA ROO,2020-06-20,5
QUINTANA ROO,2020-06-21,8
QUINTANA ROO,2020-06-22,8
QUINTANA ROO,2020-06-23,5
QUINTANA ROO,2020-06-24,6
QUINTANA ROO,2020-06-25,10
QUINTANA ROO,2020-06-26,10
QUINTANA ROO,2020-06-27,6
QUINTANA ROO,2020-06-28,10
QUINTANA ROO,2020-06-29,11
QUINTANA ROO,2020-06-30,9
QUINTANA ROO,2020-07-01,10
QUINTANA ROO,2020-07-02,7
QUINTANA ROO,2020-07-03,9
QUINTANA ROO,2020-07-04,6
QUINTANA ROO,2020-07-05,16
QUINTANA ROO,2020-07-06,9
QUINTANA ROO,2020-07-07,12
QUINTANA ROO,2020-07-08,10
QUINTANA ROO,2020-07-09,19
QUINTANA ROO,2020-07-10,16
QUINTANA ROO,2020-07-11,14
QUINTANA ROO,2020-07-12,11
QUINTANA ROO,2020-07-13,11
QUINTANA ROO,2020-07-14,17
QUINTANA ROO,2020-07-15,10
QUINTANA ROO,2020-07-16,9
QUINTANA ROO,2020-07-17,18
QUINTANA ROO,2020-07-18,11
QUINTANA ROO,2020-07-19,13
QUINTANA ROO,2020-07-20,17
QUINTANA ROO,2020-07-21,21
QUINTANA ROO,2020-07-22,8
QUINTANA ROO,2020-07-23,6
SAN LUIS POTOSI,2020-03-24,1
SAN LUIS POTOSI,2020-03-25,1
SAN LUIS POTOSI,2020-03-30,1
SAN LUIS POTOSI,2020-04-06,1
SAN LUIS POTOSI,2020-04-17,1
SAN LUIS POTOSI,2020-04-18,1
SAN LUIS POTOSI,2020-04-23,1
SAN LUIS POTOSI,2020-04-26,1
SAN LUIS POTOSI,2020-04-29,1
SAN LUIS POTOSI,2020-04-30,1
SAN LUIS POTOSI,2020-05-03,1
SAN LUIS POTOSI,2020-05-04,2
SAN LUIS POTOSI,2020-05-05,1
SAN LUIS POTOSI,2020-05-06,1
SAN LUIS POTOSI,2020-05-07,1
SAN LUIS POTOSI,2020-05-08,1
SAN LUIS POTOSI,2020-05-09,1
SAN LUIS POTOSI,2020-05-11,1
SAN LUIS POTOSI,2020-05-12,1
SAN LUIS POTOSI,2020-05-14,1
SAN LUIS POTOSI,2020-05-15,2
SAN LUIS POTOSI,2020-05-16,4
SAN LUIS POTOSI,2020-05-17,5
SAN LUIS POTOSI,2020-05-18,2
SAN LUIS POTOSI,2020-05-20,3
SAN LUIS POTOSI,2020-05-21,1
SAN LUIS POTOSI,2020-05-22,2
SAN LUIS POTOSI,2020-05-23,3
SAN LUIS POTOSI,2020-05-24,2
SAN LUIS POTOSI,2020-05-25,3
SAN LUIS POTOSI,2020-05-26,3
SAN LUIS POTOSI,2020-05-27,1
SAN LUIS POTOSI,2020-05-28,1
SAN LUIS POTOSI,2020-05-29,2
SAN LUIS POTOSI,2020-05-30,2
SAN LUIS POTOSI,2020-05-31,4
SAN LUIS POTOSI,2020-06-01,6
SAN LUIS POTOSI,2020-06-02,1
SAN LUIS POTOSI,2020-06-03,4
SAN LUIS POTOSI,2020-06-04,5
SAN LUIS POTOSI,2020-06-05,2
SAN LUIS POTOSI,2020-06-06,8
SAN LUIS POTOSI,2020-06-07,6
SAN LUIS POTOSI,2020-06-08,6
SAN LUIS POTOSI,2020-06-09,3
SAN LUIS POTOSI,2020-06-10,4
SAN LUIS POTOSI,2020-06-11,8
SAN LUIS POTOSI,2020-06-12,4
SAN LUIS POTOSI,2020-06-13,2
SAN LUIS POTOSI,2020-06-14,2
SAN LUIS POTOSI,2020-06-16,7
SAN LUIS POTOSI,2020-06-17,2
SAN LUIS POTOSI,2020-06-18,2
SAN LUIS POTOSI,2020-06-19,3
SAN LUIS POTOSI,2020-06-20,4
SAN LUIS POTOSI,2020-06-21,7
SAN LUIS POTOSI,2020-06-22,7
SAN LUIS POTOSI,2020-06-23,5
SAN LUIS POTOSI,2020-06-24,11
SAN LUIS POTOSI,2020-06-25,9
SAN LUIS POTOSI,2020-06-26,6
SAN LUIS POTOSI,2020-06-27,4
SAN LUIS POTOSI,2020-06-28,7
SAN LUIS POTOSI,2020-06-29,4
SAN LUIS POTOSI,2020-06-30,8
SAN LUIS POTOSI,2020-07-01,7
SAN LUIS POTOSI,2020-07-02,2
SAN LUIS POTOSI,2020-07-03,4
SAN LUIS POTOSI,2020-07-04,1
SAN LUIS POTOSI,2020-07-05,3
SAN LUIS POTOSI,2020-07-06,12
SAN LUIS POTOSI,2020-07-07,7
SAN LUIS POTOSI,2020-07-08,7
SAN LUIS POTOSI,2020-07-09,9
SAN LUIS POTOSI,2020-07-10,10
SAN LUIS POTOSI,2020-07-11,4
SAN LUIS POTOSI,2020-07-12,10
SAN LUIS POTOSI,2020-07-13,11
SAN LUIS POTOSI,2020-07-14,12
SAN LUIS POTOSI,2020-07-15,10
SAN LUIS POTOSI,2020-07-16,13
SAN LUIS POTOSI,2020-07-17,9
SAN LUIS POTOSI,2020-07-18,4
SAN LUIS POTOSI,2020-07-19,6
SAN LUIS POTOSI,2020-07-20,8
SAN LUIS POTOSI,2020-07-21,8
SAN LUIS POTOSI,2020-07-22,5
SAN LUIS POTOSI,2020-07-23,4
SINALOA,2020-03-26,1
SINALOA,2020-03-28,1
SINALOA,2020-03-29,1
SINALOA,2020-03-31,1
SINALOA,2020-04-01,2
SINALOA,2020-04-02,3
SINALOA,2020-04-03,2
SINALOA,2020-04-04,5
SINALOA,2020-04-06,1
SINALOA,2020-04-07,3
SINALOA,2020-04-08,6
SINALOA,2020-04-09,7
SINALOA,2020-04-10,10
SINALOA,2020-04-11,8
SINALOA,2020-04-12,7
SINALOA,2020-04-13,8
SINALOA,2020-04-14,5
SINALOA,2020-04-15,6
SINALOA,2020-04-16,3
SINALOA,2020-04-17,5
SINALOA,2020-04-18,5
SINALOA,2020-04-19,4
SINALOA,2020-04-20,10
SINALOA,2020-04-21,6
